"phase","formula","temperature_c","ionic_conductivity_s_cm","log10_ionic_conductivity","family","chemical_family","source_doi"
"solid","""(Li2O)16.6 (SiO2)83.4""","135","3.53E-07","-6.452225295","Glass","#N/A","10.1016/S0022-3093(99)00688-2"
"solid","""(Li2O)16.6 (SiO2)83.4""","90","3.21E-08","-7.493494968","Glass","#N/A","10.1016/S0022-3093(99)00688-2"
"solid","Li4.2Ge0.8Ga0.2S4","202","5.39E-03","-2.268411235","Thio-LISICON","#N/A","10.1016/S0167-2738(00)00277-0"
"solid","Li4.2Ge0.8Ga0.2S4","125","1.79E-03","-2.747146969","Thio-LISICON","#N/A","10.1016/S0167-2738(00)00277-0"
"solid","Li4.2Ge0.8Ga0.2S4","74","4.15E-04","-3.381951903","Thio-LISICON","#N/A","10.1016/S0167-2738(00)00277-0"
"solid","Li4.2Ge0.8Ga0.2S4","25","6.50E-05","-4.187086643","Thio-LISICON","Sulphides","10.1016/S0167-2738(00)00277-0"
"solid","Li1.076Al0.6923Ti1.462(PO4)3","58","3.74E-03","-2.427128398","NASICON","#N/A","10.1016/S0167-2738(97)00018-0"
"solid","Li1.076Al0.6923Ti1.462(PO4)3","21","8.25E-04","-3.083546051","NASICON","Oxides","10.1016/S0167-2738(97)00018-0"
"solid","Li1.5Al0.5Ge1.5(PO4)3","25","2.18E-04","-3.661543506","NASICON","Oxides","10.1016/S0167-2738(97)00434-7"
"solid","LiGe2(PO4)3","21.23","1.00E-06","-6","NASICON","Oxides","10.1016/S0167-2738(97)00434-7"
"solid","Li4Nd3TeSbO12","200","2.64E-05","-4.578396073","Garnet","#N/A","10.1021/cm703677q"
"solid","Li4Nd3TeSbO12","25","8.70E-09","-8.060480747","Garnet","Oxides","10.1021/cm703677q"
"solid","""(Li2O)50 (LiF)20 (P2O5)30""","106","7.99E-05","-4.097453221","Glass","#N/A","10.1134/S1023193509050048"
"solid","""(Li2O)50 (LiF)20 (P2O5)30""","53","4.52E-06","-5.344861565","Glass","#N/A","10.1134/S1023193509050048"
"solid","""(Li2O)50 (LiF)20 (P2O5)30""","25","4.40E-07","-6.356547324","Glass","Oxides and Other Anions","10.1134/S1023193509050048"
"solid","""(Li2O)50 (LiF)20 (P2O5)30""","88","2.24E-05","-4.649751982","Glass","#N/A","10.1134/S1023193509050048"
"solid","Li3.2Ge0.2P0.8S4","290","1.00E-01","-1","Thio-LISICON","#N/A","10.1149/1.1379028"
"solid","Li3.6Ge0.6P0.4S4","290","6.31E-02","-1.199970641","Thio-LISICON","#N/A","10.1149/1.1379028"
"solid","Li3.8Ge0.8P0.2S4","290","1.26E-02","-1.899629455","Thio-LISICON","#N/A","10.1149/1.1379028"
"solid","Li9SiAlO8","30","2.30E-07","-6.638272164","Glass","Oxides","10.1149/1.1836980"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","200","5.70E-03","-2.244125144","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6SrLa2Ta2O12","200","5.89E-03","-2.229884705","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","150","1.63E-03","-2.787812396","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6SrLa2Ta2O12","149","1.50E-03","-2.823908741","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","100","3.33E-04","-3.477555766","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6SrLa2Ta2O12","100","2.68E-04","-3.571865206","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6BaLa2Ta2O12","50","1.30E-04","-3.886056648","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","50","4.96E-05","-4.304518324","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6MgLa2Ta2O12","100","2.45E-05","-4.610833916","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6SrLa2Ta2O12","50","3.66E-05","-4.436518915","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6CaLa2Ta2O12","100","3.58E-05","-4.446116973","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6BaLa2Ta2O12","17","2.25E-05","-4.647817482","Garnet","Oxides","10.1149/1.2800764"
"solid","Li6SrLa2Ta2O12","33","1.38E-05","-4.860120914","Garnet","Oxides","10.1149/1.2800764"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","20","8.08E-06","-5.092588639","Garnet","Oxides","10.1149/1.2800764"
"solid","Li6Sr0.5Ba0.5La2Ta2O12","33","6.46E-06","-5.189767482","Garnet","Oxides","10.1149/1.2800764"
"solid","Li6CaLa2Ta2O12","50","3.59E-06","-5.444905551","Garnet","#N/A","10.1149/1.2800764"
"solid","Li6MgLa2Ta2O12","50","2.74E-06","-5.562249437","Garnet","#N/A","10.1149/1.2800764"
"solid","Li3.2Ge0.2P0.8S4","27","5.40E-04","-3.26760624","Thio-LISICON","Sulphides","10.1149/1.1379028"
"solid","Li6.75La3Zr1.75Ta0.25O12","25","8.96E-04","-3.04769199","Garnet","Oxides","10.1016/j.jpowsour.2012.01.131"
"solid","""(Li2S)50 (P2S5)17 (LiBH4)33""","25","1.43E-03","-2.844663963","Glass","Sulphides and Other Anions","10.1016/j.jpowsour.2012.12.001"
"solid","Li2.7Cr1.7Hf0.3(PO4)3","171","2.25E-05","-4.647817482","NASICON","#N/A","10.1016/S0167-2738(98)00207-0"
"solid","Li2.5Cr1.5Hf0.5(PO4)3","300","3.55E-04","-3.449771647","NASICON","#N/A","10.1016/S0167-2738(98)00207-0"
"solid","Li1.7Cr0.7Hf1.3(PO4)3","300","5.28E-04","-3.277366077","NASICON","#N/A","10.1016/S0167-2738(98)00207-0"
"solid","Li2.3Cr1.3Hf0.7(PO4)3","300","1.81E-04","-3.742321425","NASICON","#N/A","10.1006/jssc.2000.8658"
"solid","Li2CrHf(PO4)3","300","3.35E-04","-3.474955193","NASICON","#N/A","10.1016/S0167-2738(96)00565-6"
"solid","Li1.3Fe0.3Ti1.7(PO4)3","300","8.58E-03","-2.066512712","NASICON","#N/A","10.1007/s10008-002-0314-3"
"solid","Li2AlZr(PO4)3","300","3.40E-06","-5.468521083","NASICON","#N/A","10.1007/s10008-008-0520-8"
"solid","Li1.3Al0.1Sc0.2Ti1.7(PO4)3","25","4.26E-04","-3.370590401","NASICON","Oxides","10.1007/s10008-012-1780-x"
"solid","Li1.3Al0.2Sc0.1Ti1.7(PO4)3","25","2.69E-04","-3.57024772","NASICON","Oxides","10.1007/s10008-012-1780-x"
"solid","Li1.15Fe0.15Ti1.85(PO4)3","25","5.22E-04","-3.282329497","NASICON","Oxides","10.1007/s11164-013-1348-0"
"solid","LiTi2(PO4)3","25","7.20E-05","-4.142667504","NASICON","Oxides","10.1007/s11164-013-1348-0"
"solid","Li0.95Hf1.95Ta0.05(PO4)3","300","6.60E-04","-3.180456064","Lysonite","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.95Zr1.95Ta0.05(PO4)3","300","7.30E-04","-3.13667714","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.9Zr1.9Ta0.1(PO4)3","300","9.50E-04","-3.022276395","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.5Hf1.5Ta0.5(PO4)3","200","9.30E-04","-3.031517051","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.8Zr1.8Nb0.2(PO4)3","200","7.40E-05","-4.13076828","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.5Zr1.5Ta0.5(PO4)3","200","9.00E-04","-3.045757491","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.85Hf1.85Ta0.15(PO4)3","200","5.10E-04","-3.292429824","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li0.5Zr1.5Nb0.5(PO4)3","200","1.97E-03","-2.705533774","NASICON","#N/A","10.1016/0025-5408(89)90129-3"
"solid","Li0.6Zr1.6Nb0.4(PO4)3","200","2.92E-04","-3.534617149","NASICON","#N/A","10.1016/0025-5408(89)90129-3"
"solid","Li0.8Hf1.8Nb0.2(PO4)3","200","2.13E-04","-3.671620397","NASICON","#N/A","10.1016/0025-5408(89)90129-3"
"solid","Li0.1Zr1.1Nb0.9(PO4)3","200","1.97E-03","-2.705533774","NASICON","#N/A","10.1016/0025-5408(89)90129-3"
"solid","LiHfTi(PO4)3","23","5.63E-07","-6.249491605","NASICON","Oxides","10.1016/0025-5408(89)90129-3"
"solid","Li0.2Zr1.2Nb0.8(PO4)3","25","2.38E-07","-6.623423043","NASICON","Oxides","10.1016/0025-5408(89)90129-3"
"solid","Li3Fe2(PO4)3","50","5.60E-08","-7.251811973","NASICON","#N/A","10.1016/0167-2738(83)90101-7"
"solid","Li3Cr2(PO4)3","50","2.50E-08","-7.602059991","NASICON","#N/A","10.1016/0167-2738(83)90101-7"
"solid","Li1.6Ga0.6Ti1.4(PO4)3","25","1.30E-05","-4.886056648","NASICON","Oxides","10.1016/0167-2738(86)90176-1"
"solid","Li1.2Sc0.2Ti1.8(PO4)3","25","2.46E-04","-3.609064893","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.8Sc0.8Ti1.2(PO4)3","25","8.80E-04","-3.055517328","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.3Sc0.3Ti1.7(PO4)3","25","5.68E-04","-3.245651664","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.1Sc0.1Ti1.9(PO4)3","25","1.58E-04","-3.801342913","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.2Sc0.2Ti1.6Zr0.2(PO4)3","25","1.20E-04","-3.920818754","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi1.75Zr0.25(PO4)3","154","7.35E-05","-4.133712661","NASICON","#N/A","10.1016/0167-2738(90)90188-W"
"solid","Li1.3In0.3Hf1.7(PO4)3","25","1.00E-05","-5","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi0.2Zr1.8(PO4)3","25","5.60E-08","-7.251811973","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.2Sc0.2Ti0.2Zr1.5(PO4)3","25","3.10E-07","-6.508638306","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi1.8Zr0.2(PO4)3","25","8.50E-08","-7.070581074","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi0.5Zr1.5(PO4)3","25","6.20E-08","-7.207608311","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi0.5Zr1.5(PO4)3","300","5.20E-04","-3.283996656","NASICON","#N/A","10.1016/0167-2738(86)90179-7"
"solid","LiTiZr(PO4)3","25","4.00E-08","-7.397940009","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","LiTi0.1Zr1.9(PO4)3","25","3.20E-08","-7.494850022","NASICON","Oxides","10.1016/0167-2738(86)90179-7"
"solid","Li1.35In0.35Ti1.65(PO4)3","300","2.10E-02","-1.677780705","NASICON","#N/A","10.1016/0167-2738(86)90183-9"
"solid","Li1.2Al1.1Ta0.9(PO4)3","30","6.50E-07","-6.187086643","NASICON","Oxides","10.1039/A807007E"
"solid","LiAlTa(PO4)3","30","6.50E-07","-6.187086643","NASICON","Oxides","10.1039/A807007E"
"solid","Li2.8In1.8Ti0.2(PO4)3","300","8.24E-03","-2.084072788","NASICON","#N/A","10.1016/0167-2738(86)90183-9"
"solid","LiFeTa(PO4)3","350","3.35E-04","-3.474955193","NASICON","#N/A","10.1039/A807007E"
"solid","LiCrTa(PO4)3","61","3.16E-07","-6.500312917","NASICON","#N/A","10.1039/A807007E"
"solid","Li1.8Cr0.8Ti1.2(PO4)3","300","4.80E-03","-2.318758763","NASICON","#N/A","10.1016/0167-2738(88)90291-3"
"solid","Li1.5Cr0.5Ti1.5(PO4)3","25","3.91E-04","-3.407823243","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.6Cr0.6Ti1.4(PO4)3","25","1.47E-04","-3.832682665","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.3Cr0.3Ti1.7 (PO4)3","25","3.53E-05","-4.452225295","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.3Cr0.3Ge1.7(PO4)3","25","3.69E-05","-4.432973634","NASICON","Oxides","10.1016/0167-2738(88)90368-2"
"solid","Li3Al0.4Sc1.6(PO4)3","25","1.28E-05","-4.89279003","NASICON","Oxides","10.1016/0167-2738(93)90015-U"
"solid","Li1.2Fe0.2Hf1.8(PO4)3","25","1.70E-04","-3.769551079","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.2In0.2Hf1.8(PO4)3","25","1.32E-04","-3.879426069","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3In0.3Hf1.7(PO4)3","25","1.42E-04","-3.847711656","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.4In0.4Hf1.6(PO4)3","25","1.42E-04","-3.847711656","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1Fe0.1Hf1.9(PO4)3","25","1.07E-04","-3.970616222","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.2Lu0.2Hf1.8(PO4)3","25","9.79E-05","-4.009217308","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.2Y0.2Hf1.8(PO4)3","25","3.19E-05","-4.496209317","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1Y0.1Hf1.9(PO4)3","25","9.18E-05","-4.037157319","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.2Sc0.2Hf1.8(PO4)3","25","5.86E-05","-4.232102384","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Sc0.3Hf1.7(PO4)3","25","8.32E-05","-4.079876674","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1Lu0.1Hf1.9(PO4)3","25","5.88E-05","-4.230622674","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.4Y0.4Hf1.6(PO4)3","25","2.09E-05","-4.679853714","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.4Sc0.4Hf1.6(PO4)3","25","6.17E-05","-4.209714836","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Fe0.3Hf1.7(PO4)3","25","5.40E-05","-4.26760624","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Lu0.3Hf1.7(PO4)3","25","3.56E-05","-4.448550002","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Y0.3Hf1.7(PO4)3","25","3.19E-05","-4.496209317","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1Sc0.1Hf1.9(PO4)3","25","2.45E-05","-4.610833916","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.4Lu0.4Hf1.6(PO4)3","25","2.06E-05","-4.68613278","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1In0.1Hf1.9(PO4)3","25","1.00E-06","-6","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Cr0.3Hf1.7(PO4)3","25","5.26E-07","-6.279014256","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.2Cr0.2Hf1.8(PO4)3","25","2.54E-07","-6.595166283","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.5Cr0.5Hf1.5(PO4)3","25","1.18E-07","-6.928117993","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.1Cr0.1Hf1.9(PO4)3","25","9.35E-08","-7.029188389","NASICON","Oxides","10.1016/0167-2738(93)90387-I"
"solid","Li1.3Eu0.3Ti1.7(PO4)3","25","6.00E-05","-4.22184875","NASICON","Oxides","10.1016/0167-2738(94)90299-2"
"solid","LiZr2(PO4)3","25","3.30E-06","-5.48148606","NASICON","Oxides","10.1016/0167-2738(90)90188-W"
"solid","LiHf2(PO4)3","25","3.80E-06","-5.420216403","NASICON","Oxides","10.1016/B978-0-08-021592-1.50024-6"
"solid","Li1.3Al0.3Ge1.4Ti0.3(PO4)3","227","1.10E-03","-2.958607315","NASICON","#N/A","10.1016/j.electacta.2005.12.055"
"solid","Li1.15Y0.15Zr1.85(PO4)3","25","7.10E-05","-4.148741651","NASICON","Oxides","10.1016/j.jpowsour.2013.03.175"
"solid","LiZr2(PO4)3","25","5.00E-08","-7.301029996","NASICON","Oxides","10.1016/j.jpowsour.2013.03.175"
"solid","Li0.8Zr1.8Ta0.2(PO4)3","200","7.40E-05","-4.13076828","NASICON","#N/A","10.1016/0025-5408(77)90161-1"
"solid","Li1.3Al0.29Sc0.01Ti1.7(PO4)3","140","1.19E-04","-3.924453039","NASICON","#N/A","10.1016/j.physb.2016.04.027"
"solid","Li1.3Al0.25Sc0.05Ti1.7(PO4)3","140","1.08E-04","-3.966576245","NASICON","#N/A","10.1016/j.physb.2016.04.027"
"solid","Li1.3Al0.27Sc0.03Ti1.7(PO4)3","140","8.47E-05","-4.07211659","NASICON","#N/A","10.1016/j.physb.2016.04.027"
"solid","Li1.3Al0.23Sc0.07Ti1.7(PO4)3","140","7.00E-05","-4.15490196","NASICON","#N/A","10.1016/j.physb.2016.04.027"
"solid","Li1.02Zr1.98Y0.02(PO4)3","25","1.15E-07","-6.93930216","NASICON","Oxides","10.1016/j.ssi.2003.12.037"
"solid","Li0.9Zr1.9Nb0.1(PO4)3","25","1.35E-06","-5.869666232","NASICON","Oxides","10.1016/j.ssi.2003.12.037"
"solid","Li0.98Zr1.98Nb0.02(PO4)3","25","2.50E-07","-6.602059991","NASICON","Oxides","10.1016/j.ssi.2003.12.037"
"solid","Li1.3Al0.2Y0.1Ti1.7(PO4)3","25","1.20E-04","-3.920818754","NASICON","Oxides","10.1016/j.ssi.2012.05.011"
"solid","Li1.3Al0.1Y0.2Ti1.7(PO4)3","25","7.30E-05","-4.13667714","NASICON","Oxides","10.1016/j.ssi.2012.05.011"
"solid","Li1.3Al0.15Y0.15Ti1.7(PO4)3","25","1.90E-05","-4.721246399","NASICON","Oxides","10.1016/j.ssi.2012.05.011"
"solid","Li1.4Al0.4Ge0.2Ti1.4(PO4)3","25","1.29E-03","-2.88941029","NASICON","Oxides","10.1016/j.ssi.2013.09.022"
"solid","Li1.4Al0.4Ge1.2Ti0.4(PO4)3","25","3.43E-04","-3.46470588","NASICON","Oxides","10.1016/j.ssi.2013.09.022"
"solid","Li1.4Al0.4Ge1.6(PO4)3","25","1.77E-04","-3.752026734","NASICON","Oxides","10.1016/j.ssi.2013.09.022"
"solid","Li2InTi(PO4)3","25","8.30E-06","-5.080921908","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2CrZr(PO4)3","25","5.91E-07","-6.228412519","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2CrTi(PO4)3","25","4.41E-07","-6.355561411","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2FeTi(PO4)3","25","3.34E-07","-6.476253533","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2FeZr(PO4)3","25","1.44E-07","-6.841637508","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2InZr(PO4)3","25","8.22E-08","-7.085128182","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li2InHf(PO4)3","25","2.74E-08","-7.562249437","NASICON","Oxides","10.1016/S0167-2738(96)00565-6"
"solid","Li1.7Fe0.7Hf1.3(PO4)3","171","2.68E-05","-4.571865206","NASICON","#N/A","10.1016/S0167-2738(98)00207-0"
"solid","Li2.9Sc1.9Zr0.1(PO4)3","150","1.06E-03","-2.974694135","NASICON","#N/A","10.1016/S0925-8388(96)02746-6"
"solid","Li2.9Sc1.9Zr0.1(PO4)3","273","1.44E-02","-1.841637508","NASICON","#N/A","10.1016/S0925-8388(96)02746-6"
"solid","Li3Sc2(PO4)3","150","3.49E-06","-5.457174573","NASICON","#N/A","10.1016/S0925-8388(96)02746-6"
"solid","Li1.7Al0.7Ge1.3(PO4)3","25","1.50E-04","-3.823908741","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.5Al0.5Ge1.5(PO4)3","25","2.80E-04","-3.552841969","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.6Al0.6Ge1.4(PO4)3","25","1.40E-04","-3.853871964","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.3Al0.3Ge1.7(PO4)3","25","3.90E-05","-4.408935393","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.7Al0.7Ti1.3(PO4)3","25","3.70E-05","-4.431798276","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.1Al0.1Ti1.9(PO4)3","25","3.00E-05","-4.522878745","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.1Al0.1Ge1.9(PO4)3","25","2.90E-06","-5.537602002","NASICON","Oxides","10.1016/S0955-2219(99)00055-2"
"solid","Li1.5Al0.5Ti1.5(PO4)3","25","1.10E-05","-4.958607315","NASICON","Oxides","10.1021/cm010528i"
"solid","Li1.05Al0.05Ti1.95(PO4)","25","1.40E-06","-5.853871964","NASICON","Oxides","10.1021/cm010528i"
"solid","Li1.6Al0.6Ge0.8Ti0.6(PO4)3","25","1.10E-04","-3.958607315","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.4Al0.4Ge1.0Ti0.6(PO4)3","25","8.00E-05","-4.096910013","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.8Al0.8Ge0.8Ti0.4(PO4)3","25","7.00E-05","-4.15490196","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.4Al0.4Ge0.8Ti0.8(PO4)3","25","6.00E-05","-4.22184875","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.6Al0.6Ge1.0Ti0.4(PO4)3","25","5.00E-05","-4.301029996","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.2Al0.2Ge0.8Ti(PO4)3","25","3.00E-05","-4.522878745","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.2Al0.2Ge1.0Ti0.8(PO4)3","25","3.00E-05","-4.522878745","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.8Al0.8Ge1.0Ti0.2(PO4)3","25","3.00E-05","-4.522878745","NASICON","Oxides","10.1021/cm021717j"
"solid","Li1.2Ga0.2Ti1.8(PO4)3","250","6.60E-07","-6.180456064","NASICON","#N/A","10.1021/cm030422i"
"solid","LiGe2(PO4)3","25","7.20E-07","-6.142667504","NASICON","Oxides","10.1021/jp9085602"
"solid","LiCrSb(PO4)3","30","3.57E-10","-9.447331784","NASICON","Oxides","10.1063/1.2357843"
"solid","LiAlSb(PO4)3","30","3.17E-08","-7.498940738","NASICON","Oxides","10.1063/1.2357843"
"solid","LiFeSb(PO4)3","30","1.37E-06","-5.863279433","NASICON","Oxides","10.1063/1.2357843"
"solid","Li1.3Al0.3Ti1.7(PO4)3","25","2.16E-03","-2.665546249","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.3Sc0.3Ti1.7(PO4)3","25","7.94E-04","-3.100179498","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.2Y0.2Ti1.8(PO4)3","25","5.04E-04","-3.297569464","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.4Y0.4Ti1.6(PO4)3","25","6.10E-04","-3.214670165","NASICON","Oxides","10.1149/1.2096693"
"solid","Li0.7Al0.3Ti1.7(PO4)3","25","5.88E-04","-3.230622674","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.3Y0.3Ti1.7(PO4)3","25","5.54E-04","-3.256490235","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.2Fe0.2Ti1.8(PO4)3","25","3.51E-04","-3.454692884","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.4Sc0.4Ti1.6(PO4)3","25","5.15E-04","-3.288192771","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.2In0.2Ti1.8(PO4)3","25","4.01E-04","-3.396855627","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.4Fe0.4Ti1.6(PO4)3","25","3.86E-04","-3.413412695","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.4In0.4Ti1.6(PO4)3","25","3.00E-04","-3.522878745","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.5In0.5Ti1.5(PO4)3","25","2.04E-04","-3.690369833","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.5Fe0.5Ti1.5(PO4)3","25","1.75E-04","-3.756961951","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.4Cr0.4Ti1.6(PO4)3","25","1.50E-04","-3.823908741","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.5Y0.5Ti1.5(PO4)3","25","5.44E-05","-4.2644011","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.2Cr0.2Ti1.8(PO4)3","25","1.83E-05","-4.73754891","NASICON","Oxides","10.1149/1.2086597"
"solid","Li1.2La0.2Ti1.8(PO4)3","25","5.28E-04","-3.277366077","NASICON","Oxides","10.1149/1.2096693"
"solid","Li1.3La0.3Ti1.7(PO4)3","25","5.28E-04","-3.277366077","NASICON","Oxides","10.1149/1.2096693"
"solid","Li1.4La0.4Ti1.6(PO4)3","25","4.97E-04","-3.303643611","NASICON","Oxides","10.1149/1.2096693"
"solid","Li1.5La0.5Ti1.5(PO4)3","25","2.82E-04","-3.549750892","NASICON","Oxides","10.1149/1.2096693"
"solid","LiSn2(PO4)3","25","2.00E-09","-8.698970004","NASICON","Oxides","10.1149/1.2220723"
"solid","Li1.3Sc0.3Ge1.7(PO4)3","25","2.98E-05","-4.525783736","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.5Ga0.5Ge1.5(PO4)3","25","1.17E-04","-3.931814138","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.3Cr0.3Ge1.7(PO4)3","25","2.44E-05","-4.612610174","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.3Fe0.3Ge1.7(PO4)3","25","3.67E-05","-4.435333936","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.5Sc0.5Ge1.5(PO4)3","25","2.51E-05","-4.600326279","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.7Fe0.7Ge1.3(PO4)3","25","2.37E-05","-4.625251654","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.7Ga0.7Ge1.3(PO4)3","25","2.43E-05","-4.614393726","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.3In0.3Ge1.7(PO4)3","25","9.22E-06","-5.035269079","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.5In0.5Ge1.5(PO4)3","25","5.75E-06","-5.240332155","NASICON","Oxides","10.1246/bcsj.65.2200"
"solid","Li1.45Al0.45Ge0.2Ti1.35(PO4)3","25","1.01E-03","-2.995678626","NASICON","Oxides","10.3389/fenrg.2016.00012"
"solid","Li1.40Al0.4Ge0.2Ti1.4(PO4)3","25","1.00E-03","-3","NASICON","Oxides","10.3389/fenrg.2016.00012"
"solid","Li1.50Al0.50Ge0.2Ti1.3(PO4)3","25","7.37E-04","-3.132532512","NASICON","Oxides","10.3389/fenrg.2016.00012"
"solid","Li1.35Al0.35Ge0.2Ti1.45(PO4)3","25","6.18E-04","-3.209011525","NASICON","Oxides","10.3389/fenrg.2016.00012"
